bedwars_level,beds_broken_bedwars,beds_lost_bedwars,deaths_bedwars,final_deaths_bedwars,final_kills_bedwars,kills_bedwars,losses_bedwars,wins_bedwars,Cheat
176,816,1,1,1,2014,5475,1,1281,1281.0,2014.0,5475.0,816.0
